Preset and Sample Listing for MODULA KONTROL 7-Performance.exb
Sun Jul 19 11:15:56 2026

Presets

Number  	Bank:Prog   	Name                              	Category
1308    	31920 Hz      	39,840 bytes  	Ring Mod 3 C5                     	
1309    	33491 Hz      	3,232 bytes   	Ring Mod 3 C6                     	
1310    	29695 Hz      	32,740 bytes  	Ring Mod 3 G2                     	
1311    	29792 Hz      	38,668 bytes  	Ring Mod 3 G3                     	
1312    	31752 Hz      	43,216 bytes  	Ring Mod 3 G4                     	
1313    	32146 Hz      	5,320 bytes   	Ring Mod 3 G5                     	
1314    	42122 Hz      	1,314 bytes   	Saw Wave C1                       	
1315    	41730 Hz      	662 bytes     	Saw Wave C2                       	
1316    	41860 Hz      	346 bytes     	Saw Wave C3                       	
1317    	41338 Hz      	182 bytes     	Saw Wave C4                       	
1318    	40814 Hz      	104 bytes     	Saw Wave C5                       	
1319    	33493 Hz      	92 bytes      	Saw Wave C6                       	
1320    	38740 Hz      	60,194 bytes  	Short Circuit C3                  	
1321    	38740 Hz      	63,754 bytes  	Short Circuit C4                  	
1322    	31035 Hz      	44,194 bytes  	Short Circuit C5                  	
1323    	22001 Hz      	348 bytes     	Sine A2                           	
1324    	31686 Hz      	172 bytes     	Sine A4                           	
1325    	42193 Hz      	2,074 bytes   	Square E0                         	
1326    	42193 Hz      	1,048 bytes   	Square E1                         	
1327    	42193 Hz      	536 bytes     	Square E2                         	
1328    	42193 Hz      	280 bytes     	Square E3                         	
1329    	42193 Hz      	152 bytes     	Square E4                         	
1330    	35612 Hz      	78 bytes      	Square E5                         	
1331    	29360 Hz      	43,674 bytes  	Vox Wave 3 C5                     	
1332    	38001 Hz      	65,638 bytes  	Aud Edge 2 C1                     	
1333    	38001 Hz      	65,522 bytes  	Aud Edge 2 C2                     	
1334    	38001 Hz      	65,490 bytes  	Aud Edge 2 C3                     	
1335    	38001 Hz      	65,444 bytes  	Aud Edge 2 C4                     	
1336    	38001 Hz      	65,466 bytes  	Aud Edge 2 C5                     	
1337    	32306 Hz      	55,704 bytes  	Aud Edge 2 C6                     	
1338    	34316 Hz      	59,052 bytes  	Aud Edge 2 G1                     	
1339    	38001 Hz      	65,608 bytes  	Aud Edge 2 G2                     	
1340    	38001 Hz      	65,464 bytes  	Aud Edge 2 G3                     	
1341    	38001 Hz      	65,398 bytes  	Aud Edge 2 G4                     	
1342    	38001 Hz      	65,596 bytes  	Aud Edge 2 G5                     	
1343    	32000 Hz      	48,474 bytes  	Aud Synth 10 C3                   	
1344    	31401 Hz      	27,252 bytes  	Aud Synth 11 C5                   	
1345    	32000 Hz      	51,478 bytes  	Aud Synth 12 C3                   	
1346    	32000 Hz      	43,444 bytes  	Aud Synth 12 C4                   	
1347    	32985 Hz      	45,482 bytes  	Aud Synth 12 C5                   	
1348    	39075 Hz      	150,504 bytes 	Aud Synth 2 C2                    	
1349    	37735 Hz      	105,652 bytes 	Aud Synth 2 C3                    	
1350    	36395 Hz      	98,898 bytes  	Aud Synth 2 C4                    	
1351    	36395 Hz      	91,712 bytes  	Aud Synth 2 C5                    	
1352    	35390 Hz      	75,402 bytes  	Aud Synth 2 C6                    	
1353    	29025 Hz      	157,964 bytes 	Aud Synth 3 C2                    	
1354    	36395 Hz      	135,352 bytes 	Aud Synth 3 C5                    	
1355    	36395 Hz      	67,154 bytes  	Aud Synth 3 C6                    	
1356    	29025 Hz      	161,914 bytes 	Aud Synth 3 G2                    	
1357    	33380 Hz      	182,520 bytes 	Aud Synth 3 G3                    	
1358    	36060 Hz      	107,274 bytes 	Aud Synth 8 C4                    	
1359    	33990 Hz      	158,938 bytes 	Chronic C3                        	
1360    	33320 Hz      	209,430 bytes 	Chronic C4                        	
1361    	32985 Hz      	188,318 bytes 	Chronic C5                        	
1362    	41755 Hz      	66,334 bytes  	Grinder C3                        	
1363    	41755 Hz      	16,584 bytes  	Grinder C5                        	
1364    	30000 Hz      	93,010 bytes  	Rez Synth C2                      	
1365    	34986 Hz      	60,650 bytes  	Aud Wall 4 C2                     	
1366    	34316 Hz      	59,224 bytes  	Aud Wall 4 C3                     	
1367    	35321 Hz      	61,172 bytes  	Aud Wall 4 C4                     	
1368    	36996 Hz      	63,934 bytes  	Aud Wall 4 C5                     	
1369    	30000 Hz      	13,946 bytes  	Snare 2                           	
1370    	32650 Hz      	154,428 bytes 	Tunnel C2                         	
1371    	34995 Hz      	123,846 bytes 	Tunnel C3                         	
1372    	36000 Hz      	127,542 bytes 	Tunnel C4                         	
1373    	36000 Hz      	129,100 bytes 	Tunnel C5                         	
1374    	31370 Hz      	22,598 bytes  	1 Shot Alien C5                   	
1375    	30000 Hz      	28,028 bytes  	Metal Noise                       	
1376    	32000 Hz      	62,116 bytes  	Sonar C5                          	
1377    	29000 Hz      	42,168 bytes  	String Section                    	
1378    	33747 Hz      	45,486 bytes  	1 Shot Grind C#3                  	
1379    	32375 Hz      	34,420 bytes  	1 Shot Laser C4                   	
1380    	37400 Hz      	68,786 bytes  	Aud Wall 1 C5                     	
1381    	30000 Hz      	4,180 bytes   	Closed Hat 2                      	
1382    	32315 Hz      	110,524 bytes 	Crystal C4                        	
1383    	33369 Hz      	16,652 bytes  	Rez Honk D#4                      	
1384    	36060 Hz      	8,986 bytes   	Turbo C4                          	
1385    	36060 Hz      	3,116 bytes   	Turbo C6                          	
1386    	29695 Hz      	44,070 bytes  	Vox Wave 2 C5                     	
1387    	32000 Hz      	43,542 bytes  	Aud Synth 13 C3                   	
1388    	34050 Hz      	40,156 bytes  	Aud Synth 13 C4                   	
1389    	34050 Hz      	46,176 bytes  	Aud Synth 13 C5                   	
1390    	32040 Hz      	29,600 bytes  	Aud Synth 13 C6                   	
1391    	33380 Hz      	46,932 bytes  	Aud Synth 13 G2                   	
1392    	32375 Hz      	32,308 bytes  	Aud Synth 13 G3                   	
1393    	34050 Hz      	24,714 bytes  	Aud Synth 13 G4                   	
1394    	34050 Hz      	46,330 bytes  	Aud Synth 13 G5                   	
1395    	29013 Hz      	1,974 bytes   	Metalik D#3                       	
1396    	28935 Hz      	878 bytes     	Metalik D#4                       	
1397    	36759 Hz      	1,748 bytes   	Aud Bell 4 C3                     	
1398    	35059 Hz      	748 bytes     	Aud Bell 4 C4                     	
1399    	36632 Hz      	906 bytes     	Aud Bell 4 C5                     	
1400    	31396 Hz      	308 bytes     	Aud Bell 4 C6                     	
1401    	38732 Hz      	8,660 bytes   	Aud Bell 4 E2                     	
1402    	35718 Hz      	1,498 bytes   	Aud Bell 4 G#3                    	
1403    	35303 Hz      	756 bytes     	Aud Bell 4 G#4                    	
1404    	35723 Hz      	308 bytes     	Aud Bell 4 G#5                    	
1405    	36072 Hz      	3,606 bytes   	Aud Lead 11 C1                    	
1406    	36039 Hz      	2,408 bytes   	Aud Lead 11 C2                    	
1407    	36367 Hz      	1,108 bytes   	Aud Lead 11 C3                    	
1408    	36105 Hz      	1,308 bytes   	Aud Lead 11 C4                    	
1409    	36631 Hz      	318 bytes     	Aud Lead 11 C5                    	
1410    	31404 Hz      	608 bytes     	Aud Lead 11 C6                    	
1411    	36113 Hz      	3,608 bytes   	Aud Lead 11 G1                    	
1412    	36064 Hz      	1,508 bytes   	Aud Lead 11 G2                    	
1413    	36064 Hz      	908 bytes     	Aud Lead 11 G3                    	
1414    	36851 Hz      	2,208 bytes   	Aud Lead 11 G4                    	
1415    	36852 Hz      	606 bytes     	Aud Lead 11 G5                    	
1416    	32375 Hz      	65,042 bytes  	Aud Wall 1 C2                     	
1417    	32375 Hz      	70,988 bytes  	Aud Wall 1 C3                     	
1418    	33380 Hz      	88,410 bytes  	Aud Wall 1 C4                     	
1419    	36730 Hz      	48,752 bytes  	Aud Wall 1 C6                     	
1420    	36060 Hz      	142,260 bytes 	Aud Wall 2 C#4                    	
1421    	32710 Hz      	49,426 bytes  	Aud Wall 7 A#3                    	
1422    	24971 Hz      	3,536 bytes   	Clavinet A1                       	
1423    	27721 Hz      	3,026 bytes   	Clavinet A3                       	
1424    	26425 Hz      	3,272 bytes   	Clavinet C3                       	
1425    	25902 Hz      	2,514 bytes   	Clavinet D#2                      	
1426    	27693 Hz      	2,200 bytes   	Clavinet D#4                      	
1427    	24891 Hz      	496 bytes     	Clavinet D#5                      	
1428    	30975 Hz      	119,570 bytes 	Crystal C5                        	
1429    	27685 Hz      	59,644 bytes  	Growly C2                         	
1430    	27770 Hz      	81,400 bytes  	Orch Vox F1                       	
1431    	36000 Hz      	63,520 bytes  	Pink Noise                        	
1432    	20000 Hz      	10,508 bytes  	Sci Fi Other                      	
1433    	30700 Hz      	23,744 bytes  	Scrape C4                         	
1434    	36060 Hz      	6,224 bytes   	Turbo C5                          	
1435    	24000 Hz      	23,834 bytes  	VP1 Soundtrack                    	
1436    	31705 Hz      	47,390 bytes  	Vox Wave 5 D4                     	
1437    	44100 Hz      	222,036 bytes 	VMSNoiseI C3                      	Millennium - Xboard
1438    	22000 Hz      	114,210 bytes 	MatrixStrings C3                  	Matrix - Xboard
1439    	22000 Hz      	19,054 bytes  	MatrixStrings G5                  	Matrix - Xboard
1440    	44001 Hz      	9,706 bytes   	MatrixStrings A6                  	Matrix - Xboard
1441    	32000 Hz      	98,202 bytes  	String Pad                        	
1442    	44100 Hz      	188,568 bytes 	M Strings G2                      	
1443    	44100 Hz      	305,708 bytes 	M Strings C3                      	
1444    	44100 Hz      	284,620 bytes 	M Strings G3                      	
1445    	44100 Hz      	269,764 bytes 	M Strings G4                      	
1446    	44100 Hz      	280,584 bytes 	M Strings C5                      	
1447    	44100 Hz      	273,700 bytes 	M Orch G1                         	
1448    	44100 Hz      	285,814 bytes 	M Orch C2                         	
1449    	44100 Hz      	274,220 bytes 	M Orch G2                         	
1450    	44100 Hz      	314,504 bytes 	M Orch C3                         	
1451    	44100 Hz      	322,614 bytes 	M Orch C4                         	
1452    	44100 Hz      	303,178 bytes 	M Orch C5                         	
1453    	44100 Hz      	308,184 bytes 	M Pad G1                          	
1454    	44100 Hz      	266,060 bytes 	M Pad C2                          	
1455    	44100 Hz      	176,252 bytes 	M Pad G2                          	
1456    	44100 Hz      	306,830 bytes 	M Pad C3                          	
1457    	44100 Hz      	314,384 bytes 	M Voice C2                        	
1458    	44100 Hz      	266,492 bytes 	M Voice C3                        	
1459    	44100 Hz      	317,520 bytes 	M Voice G3                        	
1460    	44100 Hz      	302,856 bytes 	M Voice C4                        	
1461    	44100 Hz      	315,858 bytes 	M Voice C5                        	
1462    	48000 Hz      	734,828 bytes 	BasLgm4AMT E F#0                  	Strings
1463    	48000 Hz      	855,248 bytes 	BasLgm4AMT E C#1                  	Strings
1464    	48000 Hz      	780,200 bytes 	BasLgm4AMT A F#1                  	Strings
1465    	48000 Hz      	773,840 bytes 	BasLgm4AMT D G#1                  	Strings
1466    	48000 Hz      	746,488 bytes 	BasLgm4AMT D A1                   	Strings
1467    	48000 Hz      	747,960 bytes 	BasLgm4AMT G C#2                  	Strings
1468    	48000 Hz      	786,016 bytes 	BasLgm4AMT G E2                   	Strings
1469    	48000 Hz      	704,080 bytes 	BasLgm4AMT G G2                   	Strings
1470    	48000 Hz      	743,340 bytes 	BasLgm4AMT G C#3                  	Strings
1471    	48000 Hz      	732,548 bytes 	BasLgm4AMT G E3                   	Strings
1472    	48000 Hz      	789,120 bytes 	BasLgm4AMTOpenE0                  	Strings
1473    	48000 Hz      	715,708 bytes 	BasLgm4AMT E B0                   	Strings
1474    	48000 Hz      	776,284 bytes 	BasLgm4AMT A D1                   	Strings
1475    	48000 Hz      	618,628 bytes 	BasLgm8AMT Op E0                  	Strings
1476    	48000 Hz      	607,312 bytes 	BasLgm8AMT E F0                   	Strings
1477    	48000 Hz      	767,224 bytes 	BasLgm8AMT E A0                   	Strings
1478    	48000 Hz      	637,888 bytes 	BasLgm8AMT E A#0                  	Strings
1479    	48000 Hz      	713,924 bytes 	BasLgm8AMT E C1                   	Strings
1480    	48000 Hz      	709,432 bytes 	BasLgm8AMT E D1                   	Strings
1481    	48000 Hz      	679,588 bytes 	BasLgm8AMT A E1                   	Strings
1482    	48000 Hz      	558,036 bytes 	BasLgm8AMT D F#1                  	Strings
1483    	48000 Hz      	763,636 bytes 	BasLgm8AMT D G1                   	Strings
1484    	48000 Hz      	588,064 bytes 	BasLgm8AMT D A1                   	Strings
1485    	48000 Hz      	569,120 bytes 	BasLgm8AMT D C2                   	Strings
1486    	48000 Hz      	634,120 bytes 	BasLgm8AMT G E2                   	Strings
